Clave;Nombre;Asterisco
P023;Feto y recién nacido afectados por síndromes de transfusión placentaria;F
P024;Feto y recién nacido afectados por prolapso del cordón umbilical;F
P025;Feto y recién nacido afectados por otra compresión del cordón umbilical;F
P026;Feto y recién nacido afectados por otras complicaciones del cordón umbilical y las no especificadas;F
P027;Feto y recién nacido afectados por corioamnionitis;F
P028;Feto y recién nacido afectados por otras anormalidades de las membranas;F
P029;Feto y recién nacido afectados por anormalidad no especificada de las membranas;F
P030;Feto y recién nacido afectados por parto y extracción de nalgas;F
P031;Feto y recién nacido afectados por otra presentación anómala, posición anómala y desproporción durante el trabajo de parto y el parto;F
P032;Feto y recién nacido afectados por parto con fórceps;F
P033;Feto y recién nacido afectados por parto con ventosa extractora;F
P034;Feto y recién nacido afectados por parto por cesárea;F
P035;Feto y recién nacido afectados por parto precipitado;F
P036;Feto y recién nacido afectados por contracciones uterinas anormales;F
P038;Feto y recién nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto;F
P039;Feto y recién nacido afectados por complicaciones no especificadas del trabajo de parto y del parto;F
P040;Feto y recién nacido afectados por anestesia y analgesia materna en el embarazo, trabajo de parto y en el parto;F
P041;Feto y recién nacido afectados por otras medicaciones maternas;F
P042;Feto y recién nacido afectados por tabaquismo de la madre;F
P043;Feto y recién nacido afectados por alcoholismo de la madre;F
P044;Feto y recién nacido afectados por drogadicción materna;F
P045;Feto y recién nacido afectados por el uso materno de sustancias químicas nutricionales;F
P046;Feto y recién nacido afectados por exposición materna a sustancias químicas ambientales;F
P048;Feto y recién nacido afectados por otras influencias nocivas de la madre;F
P049;Feto y recién nacido afectados por influencias nocivas de la madre, no especificadas;F
P050;Bajo peso para la edad gestacional;F
P051;Pequeño para la edad gestacional;F
P052;Desnutrición fetal, sin mención de peso o talla bajos para la edad gestacional;F
P059;Retardo del crecimiento fetal, no especificado;F
P070;Peso extremadamente bajo al nacer;F
P071;Otro peso bajo al nacer;F
P072;Inmaturidad extrema;F
P073;Otros recién nacidos pretérmino;F
P080;Recién nacido excepcionalmente grande;F
P081;Otros recién nacidos con sobrepeso para la edad gestacional;F
P082;Recién nacido postérmino sin sobrepeso para su edad gestacional;F
P100;Hemorragia subdural debida a traumatismo del nacimiento;F
P101;Hemorragia cerebral debida a traumatismo del nacimiento;F
P102;Hemorragia intraventricular debida a traumatismo del nacimiento;F
P103;Hemorragia subaracnoidea debida a traumatismo del nacimiento;F
P104;Desgarro  tentorial debido a traumatismo del nacimiento;F
P108;Otras Hemorragias y laceraciones intracraneales debidas a traumatismo del nacimiento;F
P109;Hemorragia y laceración intracraneales no especificadas, debidas a traumatismo del nacimiento;F
P110;Edema cerebral debido a traumatismo del nacimiento;F
P111;Otras lesiones especificadas del encéfalo, debidas a traumatismo del nacimiento;F
P112;Lesión no especificada del encéfalo, debida a traumatismo del nacimiento;F
P113;Traumatismo del nacimiento en el nervio facial;F
P114;Traumatismo del nacimiento en otros nervios craneales;F
P115;Traumatismo del nacimiento en la columna vertebral y en la médula espinal;F
P119;Traumatismo del nacimiento en el sistema nervioso central, no especificado;F
P120;Cefalohematoma debido a traumatismo del nacimiento;F
P121;Caput succedaneum debido a traumatismo del nacimiento;F
P122;Hemorragia epicraneal subaponeurótica debida a traumatismo del nacimiento;F
P123;Equimosis del cuero cabelludo debida a traumatismo del nacimiento;F
P124;Traumatismo en el cuero cabelludo del recién nacido por monitoreo fetal;F
P128;Otros traumatismos del nacimiento en el cuero cabelludo;F
P129;Traumatismo del nacimiento en el cuero cabelludo, no especificado;F
P130;Fractura del cráneo debida a traumatismo del nacimiento;F
P131;Otros traumatismos del cráneo durante el nacimiento;F
P132;Traumatismo del fémur durante el nacimiento;F
P133;Traumatismo de otros huesos largos durante el nacimiento;F
P134;Fractura de la clavícula debida a traumatismo del nacimiento;F
P138;Traumatismo del nacimiento en otras partes del esqueleto;F
P139;Traumatismo no especificado del esqueleto durante el nacimiento;F
P140;Parálisis de Erb debida a traumatismo del nacimiento;F
P141;Parálisis de Klumpke debida a traumatismo del nacimiento;F
P142;Parálisis del nervio frénico debida a traumatismo del nacimiento;F
P143;Otro traumatismo del plexo braquial durante el nacimiento;F
P148;Traumatismo durante el nacimiento en otras partes del sistema nervioso periférico;F
P149;Traumatismo no especificado del sistema nervioso periférico durante el nacimiento;F
P150;Lesión del hígado durante el nacimiento;F
P151;Lesión del bazo durante el nacimiento;F
P152;Traumatismo del músculo esternocleidomastoideo durante el nacimiento;F
P153;Traumatismo ocular durante el nacimiento;F
P154;Traumatismo facial durante el nacimiento;F
P155;Traumatismo de los genitales externos durante el nacimiento;F
P156;Necrosis grasa subcutánea debida a traumatismo del nacimiento;F
P158;Otros traumatismos especificados, durante el nacimiento;F
P159;Traumatismo no especificado, durante el nacimiento;F
P200;Hipoxia intrauterina notada por primera vez antes del inicio del trabajo de parto;F
P201;Hipoxia intrauterina notada por primera vez durante el trabajo de parto y el parto;F
P209;Hipoxia intrauterina, no especificada;F
P210;Asfixia del nacimiento, severa;F
P211;Asfixia del nacimiento, leve y moderada;F
P219;Asfixia del nacimiento, no especificada;F
P220;Síndrome de dificultad respiratoria del recién nacido;F
P221;Taquipnea transitoria del recién nacido;F
P228;Otras dificultades respiratorias del recién nacido;F
P229;Dificultad respiratoria del recién nacido, no especificada;F
P230;Neumonía congénita debida a agente viral;F
P231;Neumonía congénita debida a chlamydia;F
P232;Neumonía congénita debida a estafilococos;F
P233;Neumonía congénita debida a estreptococos del grupo B;F
P234;Neumonía congénita debida a Escherichia coli;F
P235;Neumonía congénita debida a Pseudomonas;F
P236;Neumonía congénita debida a otros agentes bacterianos;F
P238;Neumonía congénita debida a otros organismos;F
P239;Neumonía congénita, organismo no especificado;F
P240;Aspiración neonatal de meconio;F
P241;Aspiración neonatal de líquido amniótico y de moco;F
P242;Aspiración neonatal de sangre;F
P243;Aspiración neonatal de leche y alimento regurgitado;F
P248;Otros síndromes de aspiración neonatal;F
P249;Síndrome de aspiración neonatal, sin otra especificación;F
P250;Enfisema intersticial originado en el período perinatal;F
P251;Neumotórax originado en el período perinatal;F
P252;Neumomediastino originado en el período perinatal;F
P253;Neumopericardio originado en el período perinatal;F
P258;Otras afecciones relacionadas con el enfisema intersticial, originadas en el período perinatal;F
P260;Hemorragia traqueobronquial originada en el período perinatal;F
P261;Hemorragia pulmonar masiva originada en el período perinatal;F
P268;Otras Hemorragias pulmonares originadas en el período perinatal;F
P269;Hemorragia pulmonar no especificada, originada en el período perinatal;F
P270;Síndrome de Wilson-Mikity;F
P271;Displasia broncopulmonar originada en el período perinatal;F
P278;Otras enfermedades respiratorias crónicas originadas en el período perinatal;F
P279;Enfermedad respiratoria crónica no especificada originada en el período perinatal;F
P280;Atelectasia primaria del recién nacido;F
P281;Otras atelectasias del recién nacido y las no especificadas;F
P282;Ataque ciánotico del recién nacido;F
P283;Apnea primaria del sueño del recién nacido;F
P284;Otras apneas del recién nacido;F
P285;Insuficiencia respiratoria del recién nacido;F
P288;Otros problemas respiratorios especificados del recién nacido;F
P289;Afección respiratoria no especificada del recién nacido;F
P290;Insuficiencia cardíaca neonatal;F
P291;Disritmia cardíaca neonatal;F
P292;Hipertensión neonatal;F
P293;Persistencia de la circulación fetal;F
P294;Isquemia miocárdica transitoria del recién nacido;F
P298;Otros trastornos cardiovasculares originados en el período perinatal;F
P299;Trastorno cardiovascular no especificado, originado en el período perinatal;F
P350;Síndrome de rubéola congénita;F
P351;Infección citomegalovírica congénita;F
P352;Infecciones congénitas por virus del herpes simple;F
P353;Hepatitis viral congénita;F
P358;Otras enfermedades virales congénitas;F
P359;Enfermedad viral congénita, sin otra especificación;F
P360;Sepsis del recién nacido debida a estreptococo del grupo B;F
P361;Sepsis del recién nacido debida a otros estreptococos  y a los no especificados;F
P362;Sepsis del recién nacido debida a Staphylococcus aureus;F
P363;Sepsis del recién nacido debida a otros estafilococos  y a los no especificados;F
P364;Sepsis del recién nacido debida a Escherichia coli;F
P365;Sepsis del recién nacido debida a anaerobios;F
P368;Sepsis del recién nacido debida a otras bacterias;F
P369;Sepsis bacteriana del recién nacido, no especificada;F
P370;Tuberculosis congénita;F
P371;Toxoplasmosis congénita;F
P372;Listeriosis congénita (diseminada);F
P373;Paludismo congénito por Plasmodium falciparum;F
P374;Otros paludismos congénitos;F
P375;Candidiasis neonatal;F
P378;Otras enfermedades neonatales infecciosas o parasitarias especificadas;F
P379;Enfermedad infecciosa y parasitaria congénita, no especificada;F
P38X;Onfalitis del recién nacido con o sin hemorragia leve;F
P390;Mastitis infecciosa neonatal;F
P391;Conjuntivitis y dacriocistitis neonatales;F
P392;Infección intraamniótica del feto, no clasificada en otra parte;F
P393;Infección neonatal de las vías urinarias;F
P394;Infección cutánea neonatal;F
P398;Otras infecciones especificadas propias del período perinatal;F
P399;Infección propia del período perinatal, no especificada;F
P500;Pérdida de sangre fetal por vasa previa;F
P501;Pérdida de sangre fetal por ruptura del cordón umbilical;F
P502;Pérdida de sangre fetal por la placenta;F
P503;Hemorragia fetal hacia el otro gemelo;F
P504;Hemorragia fetal hacia la circulación materna;F
P505;Pérdida de sangre fetal por el corte del cordón umbilical en el otro gemelo;F
P508;Otras pérdidas de sangre fetal;F
P509;Pérdida de sangre fetal, no especificada;F
P510;Hemorragia umbilical masiva del recién nacido;F
P518;Otras hemorragias umbilicales del recién nacido;F
P519;Hemorragia umbilical del recién nacido, sin otra especificación;F
P520;Hemorragia intraventricular (no traumática) grado 1, del feto y del recién nacido;F
P521;Hemorragia intraventricular (no traumática) grado 2, del feto y del recién nacido;F
P522;Hemorragia intraventricular (no traumática) grado 3, del feto y del recién nacido;F
P523;Hemorragia intraventricular (no traumática) del feto y del recién nacido, sin otra especificación;F
P524;Hemorragia intracerebral (no traumática) del feto y del recién nacido;F
P525;Hemorragia subaracnoidea (no traumática) del feto y del recién nacido;F
P526;Hemorragia cerebelosa y de la fosa posterior (no traumática) del feto y del recién nacido;F
P528;Otras hemorragias intracraneales (no traumáticas) del feto y del recién nacido;F
P529;Hemorragia intracraneal (no traumática) del feto y del recién nacido, sin otra especificación;F
P53X;Enfermedad hemorrágica del feto y del recién nacido;F
P540;Hematemesis neonatal;F
P541;Melena neonatal;F
P542;Hemorragia rectal neonatal;F
P543;Otras hemorragias gastrointestinales neonatales;F
P544;Hemorragia suprarrenal neonatal;F
P545;Hemorragia cutánea neonatal;F
P546;Hemorragia vaginal neonatal;F
P548;Otras hemorragias fetales y neonatales especificadas;F
P549;Hemorragia neonatal, no especificada;F
P550;Incompatibilidad Rh del feto y del recién nacido;F
P551;Incompatibilidad Abo del feto y del recién nacido;F
P558;Otras enfermedades hemolíticas del feto y del recién nacido;F
P559;Enfermedad hemolítica del feto y del recién nacido, no especificada;F
P560;Hidropesía fetal debida a incompatibilidad;F
P569;Hidropesía fetal debida a otras enfermedades hemolíticas especificadas y a las no especificadas;F
P570;Kernicterus debido a incompatibilidad;F
P578;Kernicterus debido a otras causas especificadas;F
P579;Kernicterus, no especificado;F
P580;Ictericia neonatal debida a contusión;F
P581;Ictericia neonatal debida a hemorragia;F
P582;Ictericia neonatal debida a infección;F
P583;Ictericia neonatal debida a policitemia;F
P584;Ictericia neonatal debida a drogas o toxinas transmitidas por la madre o administradas al recién nacido;F
P585;Ictericia neonatal debida a deglución de sangre materna;F
P588;Ictericia neonatal debida a otras hemólisis excesivas especificadas;F
P589;Ictericia neonatal debida a hemólisis excesiva, sin otra especificación;F
P590;Ictericia neonatal asociada con el parto antes de término;F
P591;Síndrome de la bilis espesa;F
P592;Ictericia neonatal debida a otra lesión hepática especificada o no;F
P593;Ictericia neonatal por inhibidor de la leche materna;F
P598;Ictericia neonatal por otras causas especificadas;F
P599;Ictericia neonatal, no especificada;F
P60X;Coagulación intravascular diseminada en el feto y el recién nacido;F
P610;Trombocitopenia neonatal transitoria;F
P611;Policitemia neonatal;F
P612;Anemia de la prematuridad;F
P613;Anemia congénita debida a pérdida de sangre fetal;F
P614;Otras anemias congénitas, no clasificadas en otra parte;F
P615;Neutropenia neonatal transitoria;F
P616;Otros trastornos neonatales transitorios de la coagulación;F
P618;Otros trastornos hematológicos perinatales especificados;F
P619;Trastorno hematólogico perinatal, no especificado;F
P700;Síndrome del recién nacido de madre con diabetes gestacional;F
P701;Síndrome del recién nacido de madre diabética;F
P702;Diabetes mellitus neonatal;F
P703;Hipoglicemia neonatal yatrogénica;F
P704;Otras hipoglicemias neonatales;F
P708;Otros trastornos transitorios del metabolismo de los carbohidratos en el feto y el recién nacido;F
P709;Trastorno transitorio no especificado del metabolismo de los carbohidratos en el feto y el recién nacido;F
P710;Hipocalcemia del recién nacido debida a la leche de vaca;F
P711;Otra hipocalcemia neonatal;F
P712;Hipomagnesemia neonatal;F
P713;Tetania neonatal sin mención de deficiencia de calcio o de magnesio;F
P714;Hipoparatiroidismo neonatal transitorio;F
P718;Otros trastornos neonatales transitorios del metabolismo del calcio y del magnesio;F
P719;Trastorno neonatal transitorio no especificado del metabolismo del calcio y del magnesio;F
P720;Bocio neonatal, no clasificado en otra parte;F
P721;Hipertiroidismo neonatal transitorio;F
P722;Otros trastornos neonatales transitorios de la función tiroidea, no clasificados en otra parte;F
P728;Otros trastornos endocrinos neonatales transitorios especificados;F
P729;Trastorno endocrino neonatal transitorio, no especificado;F
P740;Acidosis metabólica tardía del recién nacido;F
P741;Deshidratación del recién nacido;F
P742;Alteraciones del equilibrio del sodio en el recién nacido;F
P743;Alteraciones del equilibrio del potasio en el recién nacido;F
P744;Otras alteraciones electroliticas transitorias del recién nacido;F
P745;Tirosinemia transitoria del recién nacido;F
P748;Otras alteraciones metabólicas transitorias del recién nacido;F
P749;Trastorno metabólico transitorio del recién nacido, no especificado;F
P75X;Íleo meconial en la fibrosis quística (E84.1†);T
P760;Síndrome del tapón de meconio;F
P761;Íleo transitorio del recién nacido;F
P762;Obstrucción intestinal debida a la leche espesa;F
P768;Otras obstrucciones intestinales especificadas del recién nacido;F
P769;Obstrucción intestinal del recién nacido, no especificada;F
P77X;Enterocolitis necrotizante del feto y del recién nacido;F
P780;Perforación intestinal perinatal;F
P781;Otras peritonitis neonatales;F
P782;Hematemesis y melena neonatales debidas a la deglución de sangre materna;F
P783;Diarrea neonatal no infecciosa;F
P788;Otros trastornos perinatales específicos del sistema digestivo;F
P789;Trastorno perinatal del sistema digestivo, no especificado;F
P800;Síndrome del enfriamiento;F
P808;Otras hipotermias del recién nacido;F
P809;Hipotermia del recién nacido, no especificada;F
P810;Hipertermia del recién nacido inducida por las condiciones ambientales;F
P818;Otras alteraciones especificadas de la regulación de la temperatura del recién nacido;F
P819;Alteración no especificada de la regulación de la temperatura en el recién nacido;F
P830;Esclerema neonatal;F
P831;Eritema tóxico neonatal;F
P832;Hidropesía fetal no debida a enfermedad hemolítica;F
P833;Otros edemas y los no especificados, propios del feto y del recién nacido;F
P834;Ingurgitación mamaria del recién nacido;F
P835;Hidrocele congénito;F
P836;Pólipo umbilical del recién nacido;F
P838;Otras afecciones especificadas de la piel, propias del feto y del recién nacido;F
P839;Afección no especificada de la piel, propia del feto y del recién nacido;F
P90X;Convulsiones del recién nacido;F
P910;Isquemia cerebral neonatal;F
P911;Quistes periventriculares adquiridos del recién nacido;F
P912;Leucomalacia cerebral neonatal;F
P913;Irritabilidad cerebral neonatal;F
P914;Depresión cerebral neonatal;F
P915;Coma neonatal;F
P916;Encefalopatía hipoxico isquémica del recién nacido;F
P918;Otras alteraciones cerebrales especificadas del recién nacido;F
P919;Alteración cerebral no especificada del recién nacido;F
P920;Vómitos del recién nacido;F
P921;Regurgitación y rumiación del recién nacido;F
P922;Lentitud en la ingestión de alimentos del recién nacido;F
P923;Hipoalimentación del recién nacido;F
P924;Hiperalimentación del recién nacido;F
P925;Dificultad neonatal en la lactancia materna;F
P928;Otros problemas de alimentación del recién nacido;F
P929;Problema no especificado de la alimentación del recién nacido;F
P93X;Reacciones e intoxicaciones debidas a drogas administradas al feto y al recién nacido;F
P940;Miastenia grave neonatal transitoria;F
P941;Hipertonía congénita;F
P942;Hipotonía congénita;F
P948;Otros trastornos del tono muscular en el recién nacido;F
P949;Trastorno no especificado del tono muscular en el recién nacido;F
P95X;Muerte fetal de causa no especificada;F
P960;Insuficiencia renal congénita;F
P961;Síntomas neonatales de abstinencia por drogadicción materna;F
P962;Síntomas de abstinencia por el uso terapéutico de drogas en el recién nacido;F
P963;Amplitud de las suturas craneales del recién nacido;F
P964;Terminación del embarazo, feto y recién nacido;F
P965;Complicaciones de procedimientos intrauterinos, no clasificados en otra parte;F
P968;Otras afecciones especificadas originadas en el período perinatal;F
P969;Afección no especificada originada en el período perinatal;F
Q000;Anencefalia;F
Q001;Craneorraquisquisis;F
Q002;Iniencefalia;F
Q010;Encefalocele frontal;F
Q011;Encefalocele nasofrontal;F
Q012;Encefalocele occipital;F
Q018;Encefalocele de otros sitios;F
Q019;Encefalocele, no especificado;F
Q02X;Microcefalia;F
Q030;Malformaciones del acueducto de Silvio;F
Q031;Atresia de los agujeros de Magendie y de Luschka;F
Q038;Otros hidrocéfalos congénitos;F
Q039;Hidrocéfalo congénito, no especificado;F
Q040;Malformaciones congénitas del cuerpo calloso;F
Q041;Arrinencefalia;F
Q042;Holoprosencefalia;F
Q043;Otras anomalías hipoplásicas del encéfalo;F
Q044;Displasia opticoseptal;F
Q045;Megalencefalia;F
Q046;Quistes cerebrales congénitos;F
Q048;Otras malformaciones congénitas del encéfalo, especificadas;F
Q049;Malformación congénita del encéfalo, no especificada;F
Q050;Espina bífida cervical con hidrocéfalo;F
Q051;Espina bífida torácica con hidrocéfalo;F
Q052;Espina bífida lumbar con hidrocéfalo;F
Q053;Espina bífida sacra con hidrocéfalo;F
Q054;Espina bífida con hidrocéfalo, sin otra especificación;F
Q055;Espina bífida cervical sin hidrocéfalo;F
Q056;Espina bífida torácica sin hidrocéfalo;F
Q057;Espina bífida lumbar sin hidrocéfalo;F
Q058;Espina bífida sacra sin hidrocéfalo;F
Q059;Espina bífida, no especificada;F
Q060;Amielia;F
Q061;Hipoplasia y displasia de la médula espinal;F
Q062;Diastematomielia;F
Q063;Otras anomalías congénitas de la cola de caballo;F
Q064;Hidromielia;F
Q068;Otras malformaciones congénitas especificadas de la médula espinal;F
Q069;Malformación congénita de la médula espinal, no especificada;F
Q070;Síndrome de Arnold-Chiari;F
Q078;Otras malformaciones congénitas del sistema nervioso, especificadas;F
Q079;Otras malformaciones congénitas del sistema nervioso, no especificada;F
Q100;Blefaroptosis congénita;F
Q101;Ectropión congénito;F
Q102;Entropión congénito;F
Q103;Otras malformaciones congénitas de los párpados;F
Q104;Ausencia y agenesia del aparato lagrimal;F
Q105;Estenosis y estrechez congénitas del conducto lagrimal;F
Q106;Otras malformaciones congénitas del aparato lagrimal;F
Q107;Malformación congénita de la órbita;F
Q110;Globo ocular quístico;F
Q111;Otras anoftalmías;F
Q112;Microftalmía;F
Q113;Macroftalmía;F
Q120;Catarata congénita;F
Q121;Desplazamiento congénito del cristalino;F
Q122;Coloboma del cristalino;F
Q123;Afaquia congénita;F
Q124;Esferofaquia;F
Q128;Otras malformaciones congénitas del cristalino;F
Q129;Malformación congénita del cristalino, no especificada;F
Q130;Coloboma del iris;F
Q131;Ausencia del iris;F
Q132;Otras malformaciones congénitas del iris;F
Q133;Opacidad corneal congénita;F
Q134;Otras malformaciones congénitas de la córnea;F
Q135;Esclerótica azul;F
Q138;Otras malformaciones congénitas del segmento anterior del ojo;F
Q139;Malformación congénita del segmento anterior del ojo, no especificada;F
Q140;Malformación congénita del humor vítreo;F
Q141;Malformación congénita de la retina;F
Q142;Malformación congénita del disco óptico;F
Q143;Malformación congénita de la coroides;F
Q148;Otras Malformaciones congénitas del segmento posterior del ojo;F
Q149;Malformación congénita del segmento posterior del ojo, no especificada;F
Q150;Glaucoma congénito;F
Q158;Otras malformaciones congénitas del ojo, especificadas;F
Q159;Malformaciones congénitas del ojo, no especificadas;F
Q160;Ausencia congénita del pabellón (de la oreja);F
Q161;Ausencia congénita, atresia o estrechez del conducto auditivo (externo);F
Q162;Ausencia de la trompa de Eustaquio;F
Q163;Malformación congénita de los huesecillos del oído;F
Q164;Otras malformaciones congénitas del oído medio;F
Q165;Malformación congénita del oído interno;F
Q169;Malformación congénita del oído que causa alteración de la audición, sin otra especificación;F
Q170;Oreja supernumeraria;F
Q171;Macrotia;F
Q172;Microtia;F
Q173;Otras deformidades del pabellón auricular;F
Q174;Anomalía de la posición de la oreja;F
Q175;Oreja prominente;F
Q178;Otras malformaciones congénitas del oído, especificadas;F
Q179;Malformación congénita del oído, no especificada;F
Q180;Seno, fístula o quiste de la hendidura branquial;F
Q181;Seno y quiste preauricular;F
Q182;Otras malformaciones de las hendiduras branquiales;F
Q183;Pterigión del cuello;F
Q184;Macrostomía;F
Q185;Microstomía;F
Q186;Macroqueilia;F
Q187;Microqueilia;F
Q188;Otras malformaciones congénitas especificadas de cara y cuello;F
Q189;Malformación congénita de la cara y del cuello, no especificada;F
Q200;Tronco arterioso común;F
Q201;Transposición de los grandes vasos en ventrículo derecho;F
Q202;Transposición de los grandes vasos en ventrículo izquierdo;F
Q203;Discordancia de la conexión ventriculoarterial;F
Q204;Ventrículo con doble entrada;F
Q205;Discordancia de la conexión auriculoventricular;F
Q206;Isomerismo de los apéndices auriculares;F
Q208;Otras malformaciones congénitas de las cámaras cardíacas y sus conexiones;F
Q209;Malformación congénita de las cámaras cardíacas y sus conexiones, no especificada;F
Q210;Defecto del tabique ventricular;F
Q211;Defecto del tabique auricular;F
Q212;Defecto del tabique auriculoventricular;F
Q213;Tetralogía de Fallot;F
Q214;Defecto del tabique aortopulmonar;F
Q218;Otras malformaciones congénitas de los tabiques cardíacos;F
Q219;Malformación congénita del tabique cardíaco, no especificada;F
Q220;Atresia de la válvula pulmonar;F
Q221;Estenosis congénita de la válvula pulmonar;F
Q222;Insuficiencia congénita de la válvula pulmonar;F
Q223;Otras malformaciones congénitas de la válvula pulmonar;F
Q224;Estenosis congénita de la válvula tricúspide;F
Q225;Anomalía de Ebstein;F
Q226;Síndrome de hipoplasia del corazón derecho;F
Q228;Otras malformaciones congénitas de la válvula tricúspide;F
Q229;Malformación congénita de la válvula tricúspide, no especificada;F
Q230;Estenosis congénita de la válvula aórtica;F
Q231;Insuficiencia congénita de la válvula aórtica;F
Q232;Estenosis mitral congénita;F
Q233;Insuficiencia mitral congénita;F
Q234;Síndrome de hipoplasia del corazón izquierdo;F
Q238;Otras malformaciones congénitas de las válvulas aórtica y mitral;F
Q239;Malformación congénita de las válvulas aórtica y mitral, no especificada;F
Q240;Dextrocardia;F
Q241;Levocardia;F
Q242;Corazón triauricular;F
Q243;Estenosis del infundíbulo pulmonar;F
Q244;Estenosis subaórtica congénita;F
Q245;Malformación de los vasos coronarios;F
Q246;Bloqueo cardíaco congénito;F
Q248;Otras malformaciones congénitas del corazón, especificadas;F
Q249;Malformación congénita del corazón, no especificada;F
Q250;Conducto arterioso persistente;F
Q251;Coartación de la aorta;F
Q252;Atresia de la aorta;F
Q253;Estenosis de la aorta;F
Q254;Otras malformaciones congénitas de la aorta;F
Q255;Atresia de la arteria pulmonar;F
Q256;Estenosis de la arteria pulmonar;F
Q257;Otras malformaciones congénitas de la arteria pulmonar;F
Q258;Otras malformaciones congénitas de las grandes arterias;F
Q259;Malformación congénita de las grandes arterias, no especificada;F
Q260;Estenosis congénita de la vena cava;F
Q261;Persistencia de la vena cava superior izquierda;F
Q262;Conexión anómala total de las venas pulmonares;F
Q263;Conexión anómala parcial de las venas pulmonares;F
Q264;Conexión anómala de las venas pulmonares, sin otra especificación;F
Q265;Conexión anómala de la vena porta;F
Q266;Fístula arteria hepática-vena porta;F
Q268;Otras malformaciones congénitas de las grandes venas;F
Q269;Malformación congénita de las grandes venas, no especificada;F
Q270;Ausencia e hipoplasia congénita de la arteria umbilical;F
Q271;Estenosis congénita de la arteria renal;F
Q272;Otras malformaciones congénitas de la arteria renal;F
Q273;Malformación arteriovenosa periférica;F
Q274;Flebectasia congénita;F
Q278;Otras malformaciones congénitas del sistema vascular periférico, especificadas;F
Q279;Malformación congénita del sistema vascular periférico, no especificada;F
Q280;Malformación arteriovenosa de los vasos precerebrales;F
Q281;Otras malformaciones de los vasos precerebrales;F
Q282;Malformación arteriovenosa de los vasos cerebrales;F
Q283;Otras malformaciones de los vasos cerebrales;F
Q288;Otras malformaciones congénitas del sistema circulatorio, especificadas;F
Q289;Malformación congénita del sistema circulatorio, no especificada;F
Q300;Atresia de las coanas;F
Q301;Agenesia o hipoplasia de la nariz;F
Q302;Hendidura, fisura o muesca de la nariz;F
Q303;Perforación congénita del tabique nasal;F
Q308;Otras malformaciones congénitas de la nariz;F
Q309;Malformación congénita de la nariz, no especificada;F
Q310;Pterigión de la laringe;F
Q311;Estenosis subglótica congénita;F
Q312;Hipoplasia laríngea;F
Q313;Laringocele;F
Q315;Laringomalasia congénita;F
Q318;Otras malformaciones congénitas de la laringe;F
Q319;Malformación congénita de la laringe, no especificada;F
Q320;Traqueomalacia congénita;F
Q321;Otras malformaciones congénitas de la tráquea;F
Q322;Broncomalacia congénita;F
Q323;Estenosis congénita de los bronquios;F
Q324;Otras malformaciones congénitas de los bronquios;F
Q330;Quiste pulmonar congénito;F
Q331;Lóbulo pulmonar supernumerario;F
Q332;Secuestro del pulmón;F
Q333;Agenesia del pulmón;F
Q334;Bronquiectasia congénita;F
Q335;Tejido ectópico en el pulmón;F
Q336;Hipoplasia y displasia pulmonar;F
Q338;Otras malformaciones congénitas del pulmón;F
Q339;Malformación congénita del pulmón, no especificada;F
Q340;Anomalía de la pleura;F
Q341;Quiste congénito del mediastino;F
Q348;Otras malformaciones congénitas especificadas del sistema respiratorio;F
Q349;Malformación congénita del sistema respiratorio, no especificada;F
Q351;Fisura del paladar duro;F
Q353;Fisura del paladar blando;F
Q355;Fisura del paladar duro y del paladar blando;F
Q357;Fisura de la úvula;F
Q359;Fisura del paladar, sin otra especificación;F
Q360;Labio leporino, bilateral;F
Q361;Labio leporino, línea media;F
Q369;Labio leporino, unilateral;F
Q370;Fisura del paladar duro con labio leporino bilateral;F
Q371;Fisura del paladar duro con labio leporino unilateral;F
Q372;Fisura del paladar blando con labio leporino bilateral;F
Q373;Fisura del paladar blando con labio leporino unilateral;F
Q374;Fisura del paladar duro y del paladar blando con labio leporino bilateral;F
Q375;Fisura del paladar duro y del paladar blando con labio leporino unilateral;F
Q378;Fisura del paladar con labio leporino bilateral, sin otra especificación;F
Q379;Fisura del paladar con labio leporino unilateral, sin otra especificación;F
Q380;Malformaciones congénitas de los labios, no clasificadas en otra parte;F
Q381;Anquiloglosia;F
Q382;Macroglosia;F
Q383;Otras malformaciones congénitas de la lengua;F
Q384;Malformaciones congénitas de las glándulas y de los conductos salivales;F
Q385;Malformaciones congénitas del paladar, no clasificadas en otra parte;F
Q386;Otras malformaciones congénitas de la boca;F
Q387;Divertículo faríngeo;F
Q388;Otras malformaciones congénitas de la faringe;F
Q390;Atresia del esófago sin mención de fístula;F
Q391;Atresia del esófago con fístula traqueoesofágica;F
Q392;Fístula traqueoesofágica congénita sin mención de atresia;F
Q393;Estrechez o estenosis congénita del esófago;F
Q394;Pterigión del esófago;F
Q395;Dilatación congénita del esófago;F
Q396;Divertículo del esófago;F
Q398;Otras malformaciones congénitas del esófago;F
Q399;Malformación congénita del esófago, no especificada;F
Q400;Estenosis hipertrófica congénita del píloro;F
Q401;Hernia hiatal congénita;F
Q402;Otras malformaciones congénitas del estómago, especificadas;F
Q403;Malformación congénita del estómago, no especificada;F
Q408;Otras malformaciones congénitas de la parte superior del tubo digestivo;F
Q409;Malformación congénita de la parte superior del tubo digestivo, no especificada;F
