rnos_hmi	rnos_gob_cordoba	nom_os_hmi	nom_os_gob_cordoba
50050	500500	O.S. PARA LA ACTIVIDAD DOCENTE.                   	OBRA SOCIAL PARA LA ACT. DOCENTE
50060	500609	INST. DE SERV. SOC. PARA EL PERS. FERROVIARIO.    	INST. DE SERVICIOS PARA EL PERS. FERROVIARIO
50070	500708	INST. DE O.S. DE LA SECRETARIA DE ESTADO DE HACIEN	INST. DE O.S. PARA EL PERS. DEL MINIST.DE ECONOMIA
50080	500807	INST.NAC. DE SERV.SOC. JUBILADOS Y PENSIONADOS    	INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBI
50090	500906	O.S. PARA EL PERS. DE OBRAS SANITARIAS DE LA NACIO	OBRA SOCIAL PARA EL PERS. DE OBRAS SANITARIAS DE L
50100	501008	INST. MUNICIPAL DE O.S..                          	INST. MUNICIPAL DE O.S.
50110	501107	INST. DE SERV. SOC. PARA LAS ACTIVIDADES RURALES Y	INST. DE SERVICIOS SOCIALES PARA LAS ACT.ES RURAL
50120	501206	INST. DE SERV. SOC. PARA EL PERS. DE SEGUROS, REAS	INST. DE SERVICIOS PARA EL PERS. DE SEGUROS
50140	501404	INST. S. S. T. N. TIERRA FUEGO ANT.               	INST. DE SERV. SOC.PARA EL TERRITORIO NACIONAL DE
50150	501503	INST. DE SERV. SOC. PARA EL PERS. DE LA INDUSTRIA 	INST. DE SERV. SOC. PARA EL PERS. DE LA IND. DEL V
60010	600101	ASOC. DE O.SOC.DE BAHIA BLANCA                    	ASOC. DE OBRAS SOCIALES DE BAHIA BLANCA
60020	600200	ASOC. REGIONAL BARILOCHE DE O.SOC.                	ASOC. REGIONAL BARILOCHE DE OBRAS SOCIALES
60030	600309	ASOC. DE O.SOC. DE BELLA VISTA                    	ASOCIACION DE OBRAS SOCIALES DE BELLA VISTA
60040	600408	ASOC. DE O.SOC. DE COMODORO RIVADAVIA             	ASOCIACION DE OBRAS SOCIALES DE COMODORO RIVADAVIA
60050	600507	ASOC. DE O.SOC. DE CONCORDIA                      	ASOC. DE OBRAS SOCIALES DE CONCORDIA
60060	600606	ASOC. O. SOCIALES DE CORONEL SU                   	ASOC. DE OBRAS SOCIALES DE CORONEL SUAREZ
60070	600705	ASOC. CORRENTINA DE O.SOC.                        	ASOC. CORRENTINA DE OBRAS SOCIALES
60080	600804	ASOC. DE O.SOC. DE CORONEL DORREGO                	ASOC. DE OBRAS SOCIALES DE CORONEL DORREGO
60090	600903	ASOC. DE O.SOC. DE ESPERANZA                      	ASOCIACION DE OBRAS SOCIALES DE ESPERANZA
60100	601005	ASOC. DE O.SOC. DE FIRMAT                         	ASOC. DE OBRAS SOCIALES DE FIRMAT
60110	601104	ASOC. GUALEGUAYCHU DE O.SOC.                      	ASOCIACION GUALEGUAYCHU DE OBRAS SOCIALES
60120	601203	ASOC. DE O.SOC. DE GUALEGUAY                      	ASOCIACION DE OBRAS SOCIALES DE GUALEGUAY
60130	601302	ASOC. DE O.SOC. DE MAR DEL PLATA                  	ASOCIACION DE OBRAS SOCIALES DE MAR DEL PLATA
60140	601401	ASOC. O. SOCIALES DE MENDOZA                      	ASOC. DE OBRAS SOCIALES DE MENDOZA
60150	601500	ASOC. DE O.SOC. DE MISIONES                       	ASOC. DE OBRAS SOCIALES DE MISIONES
60160	601609	ASOC. DE O.SOC. DE NEUQUEN                        	ASOC. DE OBRAS SOCIALES DE NEUQUEN
60170	601708	ASOC. DE O.SOC. DEL NORTE DE SANTA FE             	ASOC. DE OBRAS SOCIALES DEL NORTE DE SANTA FE
60180	601807	ASOC. NUEVEJULIENSE DE O.SOC.                     	ASOC. NUEVEJULIENSE DE OBRAS SOCIALES
60190	601906	ASOC. PERGAMINO DE O.SOC.                         	ASOC. DE OBRAS SOCIALES DE PERGAMINO
60210	602107	ASOC. DE O.SOC. DE LA RIOJA                       	ASOC. DE OBRAS SOCIALES DE LA RIOJA
60220	602206	ASOC. RIO NEGRINA DE O.SOCIALES                   	ASOC. RIONEGRINA DE OBRAS SOCIALES
60230	602305	ASOC. DE O.SOC. DE ROSARIO                        	ASOCIACION DE OBRAS SOCIALES DE ROSARIO
60240	602404	ASOC. DE O.SOC. DE RUFINO                         	ASOCIACION DE OBRAS SOCIALES DE RUFINO
60250	602503	ASOC. DE O.SOC. DE SALTO                          	ASOC. DE OBRAS SOCIALES DE SALTO
60260	602602	ASOC. DE O.SOC. DE SAN JORGE                      	ASOCIACION DE OBRAS SOCIALES DE SAN JORGE
60270	602701	ASOC. DE O.SOC. DE SAN JUAN                       	ASOCIACION DE OBRAS SOCIALES DE SAN JUAN
60280	602800	INST. SANRAFAELINO DE O.SOC.                      	INST. SANRAFAELINO DE OBRAS SOCIALES
60290	602909	ASOC. DE O.SOC. DE SANTA FE                       	ASOC. DE OBRAS SOCIALES DE SANTA FE
60300	603001	ASOC. DE O.SOC. DE TUCUMAN                        	ASOC. DE OBRAS SOCIALES DE TUCUMAN
60310	603100	ASOC. DE O.SOC. DE TRELEW                         	ASOCIACION DE OBRAS SOCIALES DE TRELEW
60330	603308	ASOC. MENDOCINA DE O.SOC.                         	ASOC. MENDOCINA DE OBRAS SOCIALES
70010	700108	O.S.PERS. MUNICIPAL DE AVELLANEDA                 	OBRA SOCIAL DEL PERSONAL MUNICIPAL DE AVELLANEDA
70020	700207	O.S. DEL PERS. MUNICIPAL DE COMODORO RIVADAVIA.   	OBRA SOCIAL DEL PERS. MUNICIPAL DE COMODORO RIVADA
70030	700306	O.S. DEL PERS. MUNICIPAL DE LANUS.                	OBRA SOCIAL DEL PERS. MUNICIPAL DE LANUS
70040	700405	O.S. DEL PERS. MUNICIPAL DE MERLO.                	OBRA SOCIAL DEL PERS. MUNICIPAL DE MERLO
70050	700504	O.S. DEL PERS. MUNICIPAL DE SAN ISIDRO.           	OBRA SOCIAL DEL PERS. MUNICIPAL DE SAN ISIDRO
70060	700603	O.S. DEL PERS. MUNICIPAL DE QUILMES.              	OBRA SOCIAL DEL PERS. MUNICIPAL DE QUILMES
70070	700702	O.S. DEL PERS. MUNICIPAL DE PUERTO MADRYN.        	OBRA SOCIAL DEL PERS. MUNICIPAL DE PUERTO MADRYN
70080	700801	O.S.PERS. MUNICIPAL DE LA MATANZA                 	OBRA SOCIAL DEL PERSONAL MUNICIPAL DE LA MATANZA
70090	700900	O.S. DEL PERS. MUNICIPAL DE GENERAL SARMIENTO.    	OBRA SOCIAL DEL PERS. MUNICIPAL DE GENERAL SARMIEN
70100	701002	O.S.PERS. MUNICIPAL DE TRES DE FEBRERO            	OBRA SOCIAL PARA EL  PERSONAL MUNICIPAL DE TRES DE
70110	701101	O.S.PERS. MUNICIPAL DE SANTIAGO DEL ESTERO        	OBRA SOCIAL DEL PERS. MUNICIPAL DE SANTIAGO DEL ES
70120	701200	O.S.TRAB.MUNICIPALES GRAL. PUEYRREDON             	OBRA SOCIAL DE TRABAJADORES MUNICIPALES DE GENERAL
80010	800105	O.S. ATANOR S.A.MIXTA                             	OBRA SOCIAL ATANOR S.A
80020	800204	O.S. FORJA ARGENTINA S.A.                         	OBRA SOCIAL FORJA ARGENTINA S.A.I.C.
80030	800303	O.S. PAPEL MISIONERO S.A.I.F. Y C.                	OBRA SOCIAL PAPEL MISIONERO S.A.I.F. Y C.
80040	800402	O.S. PETROQUIMICA GENERAL MOSCONI                 	OBRA SOCIAL PETROQUIMICA GENERAL MOSCONI
80050	800501	O.S. ACEROS PARANA S.A. Y EMPRESAS ANTECESORAS    	OBRA SOCIAL ACEROS PARANA
90010	900102	O.S. FIAT CONCORD S.A.I.C.                        	OBRA SOCIAL DEL PERSONAL DE EMPRESAS FIAT Y EMPRES
90020	900201	O.S. OLIVETTI S.C.A.                              	OBRA SOCIAL OLIVETTI S.A.C.
